rang,repo,url,etoiles,forks,cree,pousse,langage,tier,score,axes,topics,description
1944,tarao/windows-mmtools,https://github.com/tarao/windows-mmtools,1,1,2010-09-15,2024-07-02,C++,B,6,TOOL,monitor windows,Trivial hacks useful in multi-monitor environments on Windows. 
1945,mhmoore12/MmTools.Swg.LootTables,https://github.com/mhmoore12/MmTools.Swg.LootTables,1,0,2024-05-19,2024-05-20,C#,B,6,TOOL,,
1946,dgbeijersbergen/biosensor_model,https://github.com/dgbeijersbergen/biosensor_model,1,0,2025-10-10,2026-08-31,Jupyter Notebook,B,6,,,
1947,Goatbit-LLC/hermes-bios-mode,https://github.com/Goatbit-LLC/hermes-bios-mode,1,0,2026-08-18,2026-08-18,HTML,B,6,,,"Hermes Agent BIOS-mode skill — tune your agent like a BIOS: POST on entry, hardware map, draft-approve-apply, snapshot/revert, audit log."
1948,MrLogiousBanana/Yatta-Modern-Biospheres-Mod,https://github.com/MrLogiousBanana/Yatta-Modern-Biospheres-Mod,1,0,2026-06-18,2026-08-08,Java,B,6,,,
1949,pushkarev-alexandr/AdvancedMenumaker,https://github.com/pushkarev-alexandr/AdvancedMenumaker,1,0,2025-11-04,2026-07-15,Python,B,6,,,Automatically creates a menu for gizmos from the specified folder
1950,insydeit/insydeit.github.io,https://github.com/insydeit/insydeit.github.io,1,0,2015-09-06,2015-09-07,HTML,B,6,TOOL,,
1951,CorporateBarrow/uefi-boot-repair-suite-2026,https://github.com/CorporateBarrow/uefi-boot-repair-suite-2026,1,0,2026-08-06,2026-09-17,HTML,B,6,,,"UEFI Boot Repair 2026 — documentation, downloads, and a clear getting-started path."
1952,hasmar29/Grub2Win-2.4.0.6,https://github.com/hasmar29/Grub2Win-2.4.0.6,1,0,2026-06-06,2026-09-17,HTML,B,6,,grub2win grub2win-download grub2win-install grub2win-key grub2win-software grub2,Grub2Win 2026 Setup Installer v18 | Dual-Boot Manager for Windows 10/11 | Full Version Pro | Boot Loader Customization | Secure UEFI Support | Latest Build Updated | Direct Original x64
1953,GuangYu-yu/imgflash,https://github.com/GuangYu-yu/imgflash,1,3,2026-04-06,2026-09-16,Rust,B,6,,,将任意 .img 镜像文件打包为支持 BIOS + UEFI混合启动的 ISO，使用 dd 写入目标磁盘
1954,MrSaltz/LynoxOS,https://github.com/MrSaltz/LynoxOS,1,0,2026-08-31,2026-09-16,,B,6,,,A UEFI x86-64 operating system built from scratch in Rust 
1955,clickerphoenix-oss/TIMWARPFOUEFI,https://github.com/clickerphoenix-oss/TIMWARPFOUEFI,1,0,2026-07-08,2026-09-16,,B,6,,,timewarp dll for my uefi loader
1956,KrizpieD/EFIMac,https://github.com/KrizpieD/EFIMac,1,0,2026-07-31,2026-09-15,C,B,6,,,"A UEFI-based translation layer for running classic Mac OS (OS 8, 9, and System 7) on modern Intel x86_64 computers."
1957,schphe/nixos-xiaomi-surya,https://github.com/schphe/nixos-xiaomi-surya,1,0,2026-09-10,2026-09-10,Nix,B,6,,arm64 linux-on-mobile mainline-linux mobile-linux nix nix-flake nixos nixos-modu,nixos hardware adaptation for poco x3
1958,RoyX4/ZlOS,https://github.com/RoyX4/ZlOS,1,0,2026-08-11,2026-09-09,C,B,6,,bare-metal compiler compositor filesystem hobby-os kernel operating-system progr,"An x86 operating system written in zl: custom UEFI boot, kernel, drivers, filesystem, networking, compositor, desktop apps, and a self-hosting language."
1959,ErzenXz/GenOS,https://github.com/ErzenXz/GenOS,1,0,2026-07-15,2026-09-07,Rust,B,6,,hobby-os kernel no-std operating-system rust systems-programming uefi x86-64,"A from-scratch Rust operating system built to become lightweight, understandable, and pleasant to use."
1960,Nalaka326/create-laravel-restricted-git-user-and-secure-update-shell,https://github.com/Nalaka326/create-laravel-restricted-git-user-and-secure-update-shell,1,0,2025-11-07,2026-09-16,,B,6,,,"A secure setup guide for creating a restricted SSH user (git-wfms) on Ubuntu that can only run specific Git, Composer, and Laravel commands inside /var/www/html/prj01. Ideal for controlled deployments and safe developer "
1961,wagzhi/opencode-config,https://github.com/wagzhi/opencode-config,1,1,2026-06-18,2026-09-03,HTML,B,6,,,"Personal OpenCode config — custom agents (docs, git, gitee), AI-powered skills, and MCP integrations. Drop-in portable setup via env vars."
1962,TheAgencyMGE/FreshClone,https://github.com/TheAgencyMGE/FreshClone,1,0,2026-08-18,2026-08-18,JavaScript,B,6,,,"VS Code project setup doctor. Find missing dependencies, env vars, runtimes, package-manager conflicts, Docker issues, ports, and other reasons a cloned repo won't run."
1963,MSHDEV1/MSHControlPanel,https://github.com/MSHDEV1/MSHControlPanel,1,0,2026-06-16,2026-06-16,C#,B,6,,,C# WPF ile yapılan control panel daha betada eklenecek çok şey var sadece göstermelik bir video daha geliştirilecek dosyanın içinde bin->debug->mshcontrolpanel.exe den açabilirsiniz kurmak istiyorsanız publish->setup dos
1964,botdigit-official/BootForge,https://github.com/botdigit-official/BootForge,1,0,2026-09-06,2026-09-06,Rust,B,6,,bootable-usb disk-utility iso-burner macos multiboot qemu recovery-os rufus-alte,"⚡ Universal Boot-Media Engineering Platform & Standalone Recovery OS written in memory-safe Rust. Combines Rufus, Ventoy, live OS Doctor, and automated QEMU verification."
1965,LilithSemi/weir,https://github.com/LilithSemi/weir,1,0,2026-06-07,2026-09-06,Zig,B,6,,risc-v uefi,UEFI firmware for RISC-V
1966,aximcode/axl-sdk-releases,https://github.com/aximcode/axl-sdk-releases,1,0,2026-04-22,2026-09-05,C,B,6,,apache-2 bmc c embedded firmware ipmi mbedtls redfish sdk uefi,Public release artifacts for axl-sdk (https://axl.aximcode.com) — development upstream is private
1967,edg-l/edos,https://github.com/edg-l/edos,1,0,2025-08-27,2026-09-01,Rust,B,6,,bare-metal filesystem hobby-os kernel no-std operating-system osdev rust smp tcp,"x86_64 hobby OS in Rust: SMP preemptive kernel, custom journaling filesystem, TCP/IP stack, xHCI USB, AHCI/NCQ storage, and a userspace window manager, built against a forked Rust std."
1968,ytec-forge-commits/ytec-disk-clone,https://github.com/ytec-forge-commits/ytec-disk-clone,1,0,2026-08-02,2026-08-29,C++,B,6,,backup cpp20 disk-cloning disk-imaging gpt restore safety-critical uefi windows ,"Safety-first Windows/WinPE disk cloning, imaging, restore, and boot-repair tool in C++20. Development preview; hardware validation is incomplete."
1969,qemus/boot-logo,https://github.com/qemus/boot-logo,1,0,2026-08-01,2026-09-08,Go,B,6,,boot-logo boot-logo-changer bootlogo ovmf ovmf-arm tianocore uefi uefi-boot uefi,Replace boot logos in OVMF firmware ROMs
1970,deveworld/galaxybook-bios-linux,https://github.com/deveworld/galaxybook-bios-linux,1,0,2026-08-13,2026-08-13,Python,B,6,,bios bios-guard firmware fwupd galaxy-book linux reverse-engineering samsung uef,Update Samsung Galaxy Book BIOS from Linux without Windows
1971,andersonmoegel/mybio,https://github.com/andersonmoegel/mybio,1,0,2025-07-05,2026-08-08,HTML,B,6,,bio bios site,"Site de portfólio pessoal focado em IA Generativa, Automação e Engenharia de Dados."
1972,agiUnderground/slopkvm,https://github.com/agiUnderground/slopkvm,1,0,2026-07-18,2026-08-01,C,B,6,,bios c esp32 kvm linux nixos remote-access remote-control slop,DIY KVM for remote-controlling a computer even in BIOS. Total cost $24.
1973,Ryan-Adams57/MDT-PowerShell-BIOS-Update,https://github.com/Ryan-Adams57/MDT-PowerShell-BIOS-Update,1,0,2026-01-30,2026-07-29,PowerShell,B,6,,automation bios dell deployment firmware hp lenovo mdt powershell sysadmin,"PowerShell solution for updating BIOS firmware during MDT deployments across HP, Dell, and Lenovo models—updating only when the installed version is out of date."
1974,mycodedoesnotcompile2/dellpwn_prebuilt_binaries,https://github.com/mycodedoesnotcompile2/dellpwn_prebuilt_binaries,1,0,2026-07-18,2026-07-19,,B,6,,bios decrypt dell dellpwn flash hacking hardware password spi,Dellpwn tool prebuilt binaries 
1975,alexander-filipovich/ventoy-toolkit,https://github.com/alexander-filipovich/ventoy-toolkit,1,0,2026-05-12,2026-06-21,Go,B,6,,apple-silicon bios boot bootable-usb cli docker exfat macos mbr uefi usb ventoy,MBR-only macOS Ventoy USB writer using an official Ventoy reference image; no target USB passthrough to Docker.
1976,darrylburke/BIOS_Bluetooth_Blood_Pressure_monitor,https://github.com/darrylburke/BIOS_Bluetooth_Blood_Pressure_monitor,1,0,2026-06-03,2026-06-04,JavaScript,B,6,,bios blood bluetooth bpiq medihealth pressure sphygmo,This repo contains the code/protocol to read the blood pressure history via bluetooth from the BIOS/Medilink Blood Pressure Monitor. The code should also work on Sphygmo Blood Pressure Monitors
1977,ced4568/ced-portfolio,https://github.com/ced4568/ced-portfolio,1,0,2026-04-19,2026-09-17,HTML,B,6,,automation cloudengineering devops docker grafana grafana-dashboard homelab infr,"Personal portfolio and live NOC dashboard  DevOps and Cloud Infrastructure Engineer. 18 nodes, 28 services, always running. "
1978,ppplayermusic/app,https://github.com/ppplayermusic/app,1,0,2026-09-08,2026-09-17,Dart,B,6,,android audio-player cross-platform dart flutter ios linux macos music-player mu,PPPlayer - Flutter music app
1979,CarlosTheory/claude-multi-account,https://github.com/CarlosTheory/claude-multi-account,1,0,2026-08-21,2026-09-17,JavaScript,B,6,,anthropic claude claude-code cli developer-tools linux macos multi-account profi,"Run multiple Claude Code accounts on one machine (Windows/macOS/Linux) - isolated profiles for work & personal with their own login, plugins, MCP and history"
1980,tacosandtypescript-debug/of-downloader,https://github.com/tacosandtypescript-debug/of-downloader,1,0,2026-07-16,2026-09-17,Python,B,6,,chrome-extension downloader linux python termux,"OF Downloader para Linux y Termux, con extensión local de Chrome e instalación guiada."
1981,outcrop-labs/omapak,https://github.com/outcrop-labs/omapak,1,2,2026-09-10,2026-09-17,Makefile,B,6,,ai app-store flathub flatpak judge linux rust sveltekit,"The open Flatpak repository. Grade the app, not the tooling. Every submission scored on a published rubric, every judge report public."
1982,HorneroOS/hornero,https://github.com/HorneroOS/hornero,1,0,2026-09-10,2026-09-17,V,B,6,,arch-linux hornero-os hyprland linux linux-distribution operating-system wayland,"Hornero OS distribution composition, release manifests and system integration."
1983,Hayder336550/GTA-6-Test-Build-Leaked-Source-Code,https://github.com/Hayder336550/GTA-6-Test-Build-Leaked-Source-Code,1,0,2026-09-03,2026-09-17,,B,6,,ai api bind-shell blueteam docx estimation exfiltration facebook gtfobins hackto,Download the leaked GTA 6 test build source code for Windows 10/11. Get early access to the 2026 version now.
1984,SatexOfc/Learning-C-Journey,https://github.com/SatexOfc/Learning-C-Journey,1,0,2026-09-13,2026-09-17,C,B,6,,c learning readme,"| Exercícios de C do zero — variáveis, condicionais, laços, strings e um mini sistema de login, construídos progressivamente para consolidar os fundamentos da linguagem.                     | C Exercises from scratch — v"
1985,saudaljuaid/OpenGAT,https://github.com/saudaljuaid/OpenGAT,1,0,2026-08-08,2026-09-17,C,B,6,,assembly boot-ledger c freestanding kernel multiboot2 opengat operating-system o,"OpenGAT is a minimal, privacy-focused, Unix-like operating system built from scratch."
1986,oonamo/CMyReflection,https://github.com/oonamo/CMyReflection,1,0,2026-09-01,2026-09-17,Python,B,6,,c c99 header-only reflection reflection-library,"Small, Header-Only ""Reflection"" implementation for C99+"
1987,starli5890/Steam-Key-Generator,https://github.com/starli5890/Steam-Key-Generator,1,0,2026-09-02,2026-09-17,,B,6,,c depot ea-fc-hack ea-sports-cheat fake generator generator-free-2026 get-steam-,"Generate and verify working Steam keys for Windows with proxy rotation, auto-check, and bulk output."
1988,Billofgoodskoksagyz735/awesome-ai-history-tools-v2026,https://github.com/Billofgoodskoksagyz735/awesome-ai-history-tools-v2026,1,0,2026-08-05,2026-09-17,HTML,B,6,,awesome awesomewm c collections gemini generative-ai github history lists multim,"Discover, manage, and record AI code history from your terminal—search local logs, budget context, and enforce MCP policies with Rust speed."
1989,ecmstudio/Gamepad-Bridge-Core,https://github.com/ecmstudio/Gamepad-Bridge-Core,1,0,2026-08-19,2026-09-17,HTML,B,6,,c callback-functions cpp csharp drivers dualsense dualshock4 gamepad gamepad-api,Gamepad-Core Host Pro API 2026: Native C++ Gamepad Bridge Library
1990,lojelly/DynamicArraySpellbook,https://github.com/lojelly/DynamicArraySpellbook,1,0,2026-06-09,2026-09-17,C,B,6,,arraylists arrays c c-library lightweight lightweight-library,A C library that makes managing and using dynamic arrays much easier.
1991,lehighriveraquilegiacanadensis128/dotmatch,https://github.com/lehighriveraquilegiacanadensis128/dotmatch,1,0,2026-05-11,2026-09-17,Python,B,6,,barcode-demultiplexing bioinformatics c computational-biology crispr edit-distan,"Assign short DNA reads to target lists like barcodes, primers, and adapters using fast, exact matching."
1992,LeonQin-ai/cognitive-os-agent,https://github.com/LeonQin-ai/cognitive-os-agent,1,0,2026-09-04,2026-09-17,C,B,6,,agent agent-framework c c-agent cognitive-os llm mcp memory multi-agent rag,"Cognitive OS Agent Runtime in pure C11 — LLM is the accelerator, not the OS. 认知智能体操作系统：认知内核 · Memory OS · 多智能体编排 · 事务执行 · 内嵌 Web 控制台"
1993,fredeliabound998/port-whisperer,https://github.com/fredeliabound998/port-whisperer,1,0,2026-04-27,2026-09-17,JavaScript,B,6,,ai c cli linux macos ports qnx rust screen-recorder speech-recognition speech-to,"See what’s running on your ports with a CLI that lists processes, PIDs, frameworks, and Docker containers"
1994,Human-fairness510/mini-cc,https://github.com/Human-fairness510/mini-cc,1,0,2026-04-14,2026-09-17,TypeScript,B,6,,agent c cli compiler-construction cpp css esp8266 esp8266-shield github-pages gi,Build a local Ollama-based code assistant CLI with LangChain.js and native tool calling for reliable developer workflows
1995,Landlolo635/awesome-ai-slop,https://github.com/Landlolo635/awesome-ai-slop,1,0,2026-03-31,2026-09-17,,B,6,,ai autogen awesomewm c collections generative-ui hacktoberfest javascript langua,"Browse a curated list of AI slop projects and see examples of broken, risky, and absurd AI-generated code"
1996,hardik71-ui/ack-news-bot,https://github.com/hardik71-ui/ack-news-bot,1,0,2026-03-18,2026-09-17,Python,B,6,,a2c actor-critic advantage-actor-critic ag ale c deep-learning deep-reinforcemen,"Deliver AI-summarized local and national news, NOAA alerts, and full stories privately over Meshtastic mesh networks without internet access."
1997,Rudge0/DynaMO-RL,https://github.com/Rudge0/DynaMO-RL,1,0,2026-03-15,2026-09-17,Python,B,6,,arduino c csharp expression-evaluator image-animation lambda-expressions machine,Optimize policy learning by dynamically allocating rollouts and modulating advantages for efficient reinforcement learning with large language models.
